bioguide_id,thomas_id,party
P000503,,Republican
R000320,,Republican
R000406,,Democrat
R000413,,Republican
R000475,,Republican
S000079,,Progressive
S000105,,Democrat
S000126,,Republican
S000144,,Democrat
S000580,,Democrat
S000798,,Republican
S000816,,Democrat
S000820,,Democrat
S000823,,Republican
S000901,,Democrat
S001058,,Democrat
T000172,,Republican
T000358,,Republican
T000384,,Republican
V000100,,Democrat
W000096,,Democrat
W000130,,Democrat
W000294,,Democrat
W000327,,Republican
W000343,,Democrat
W000396,,Republican
W000483,,Republican
W000581,,Republican
W000762,,Democrat
H000080,,Democrat
J000026,,Democrat
W000248,,Republican
A000046,,Republican
B000086,,Democrat
B000093,,Republican
B000191,,Democrat
B000367,,Republican
B000640,,Democrat
B000743,,Democrat
B000828,,Democrat
B000976,,Republican
B001061,,Democrat
B001084,,Democrat
C000085,,Republican
C000115,,Democrat
C000211,,Democrat
C000565,,Democrat
C000584,,Democrat
C000996,,Democrat
D000067,,Democrat
D000206,,Democrat
D000335,,Democrat
D000414,,Republican
D000452,,Democrat
D000469,,Democrat
E000016,,Democrat
E000210,,Democrat
G000019,,Democrat
G000051,,Democrat
G000117,,Democrat
G000163,,Democrat
G000194,,Republican
G000337,,Democrat
G000532,,Republican
H000146,,Republican
H000200,,Democrat
H000293,,Republican
H000426,,Democrat
H000450,,Republican
H000515,,Republican
H000668,,Democrat
H000682,,Republican
H000741,,Republican
H000757,,Democrat
H000913,,Democrat
I000052,,Democrat
J000150,,Democrat
J000159,,Democrat
K000071,,Democrat
K000231,,Republican
K000315,,Democrat
L000003,,Republican
L000076,,Democrat
L000334,,Democrat
L000493,,Democrat
L000497,,Republican
M000091,,Democrat
M000097,,Democrat
M000272,,Democrat
M000446,,Democrat
M000451,,Democrat
M000504,,Democrat
M001029,,Democrat
M001040,,Republican
M001099,,Democrat
M001127,,Democrat
O000029,,Democrat
O000089,,Democrat
O000137,,Democrat
O000146,,Democrat
P000105,,Democrat
P000113,,Democrat
P000260,,Democrat
P000371,,Republican
P000361,,Popular Democrat
P000488,,Republican
P000498,,Democrat
Q000019,,Democrat
R000032,,Democrat
R000112,,Republican
R000163,,Democrat
R000341,,Democrat
R000373,,Republican
R000381,,Democrat
R000382,,Democrat
R000394,,Democrat
R000419,,
R000473,,Democrat
R000538,,Democrat
R000565,,Democrat
S000069,,Democrat
S000080,,Democrat
S000293,,Republican
S000342,,Democrat
S000481,,Democrat
S000668,,Democrat
S000792,,Republican
S000812,,Democrat
S000918,,Democrat
S001071,,Republican
S001072,,Democrat
T000018,,Republican
T000045,,Democrat
T000079,,Democrat
T000155,,Democrat
T000164,,Democrat
T000177,,Democrat
T000295,,Democrat
T000315,,Democrat
T000357,,Democrat
T000446,,Democrat
V000118,,Democrat
W000021,,Democrat
W000183,,Democrat
W000230,,Democrat
W000257,,Democrat
W000645,,Republican
W000678,,Republican
W000720,,Democrat
T000387,,Democrat
B000095,,Republican
B001069,,Democrat
C000021,,Republican
S001117,,Democrat
T000008,,Republican
U000005,,Democrat
A000163,,Democrat
A000250,,Republican
A000296,,Republican
B000119,,Republican
B000332,,Democrat
B000379,,Republican
B000742,,Republican
B000750,,Republican
B000816,,Republican
B000891,,Republican
B001016,,Republican
B001096,,Republican
C000192,,Republican
C000268,,Republican
C000439,,Democrat
C000473,,Republican
C000529,,Republican
C000590,,Republican
C000684,,Democrat
C000810,,Democrat
C000887,,Democrat
C000939,,Republican
D000007,,Democrat
D000212,,Democrat
D000280,,Republican
D000406,,Democrat
D000496,,Democrat
E000037,,Republican
E000119,,Democrat
E000135,,Republican
E000159,,Republican
F000191,,Democrat
F000199,,Republican
F000241,,Democrat
F000250,,Republican
F000404,,Republican
G000017,,Republican
G000111,,Republican
G000135,,Republican
G000169,,Republican
G000207,,Republican
G000253,,Republican
G000384,,Republican
G000472,,Republican
G000493,,Republican
G000543,,Republican
H000212,,Democrat
H000217,,Republican
H000298,,Republican
H000492,,Democrat
H000863,,Republican
I000046,,American Labor
J000058,,Democrat
J000086,,Republican
J000117,,Republican
J000133,,Democrat
J000165,,Republican
J000225,,Republican
J000249,,Republican
J000264,,Republican
K000082,,Republican
K000301,,Republican
L000052,,Republican
L000163,,Democrat
L000279,,Republican
L000296,,Republican
L000394,,Republican
L000454,,Republican
L000501,,Democrat
L000519,,Democrat
M000027,,Republican
M000089,,Republican
M000094,,Democrat
M000112,,Democrat
M000233,,Republican
M000374,,Republican
M000422,,Republican
M000438,,Democrat
M000442,,Republican
M000456,,Democrat
M000499,,Democrat
M000560,,Republican
M000617,,Democrat
M000619,,Republican
M000764,,Republican
M000809,,Republican
M001062,,Republican
N000121,,Republican
N000135,,Republican
O000032,,Democrat
O000160,,Republican
P000182,,Democrat
P000387,,Republican
P000471,,Republican
P000524,,Democrat
R000002,,Democrat
R000022,,Republican
R000083,,Democrat
R000137,,Republican
R000288,,Republican
R000319,,Republican
R000358,,Republican
R000369,,Republican
R000410,,Republican
R000522,,Republican
S000063,,Republican
S000156,,Republican
S000163,,Republican
S000670,,Republican
S000755,,Republican
S000896,,Republican
S000998,,Republican
S001076,,Republican
T000189,,Democrat
T000263,,Republican
T000444,,Republican
V000025,,Republican
W000304,,Democrat
Y000058,,Republican
Z000009,,Democrat
B000894,,Democrat
B001169,,Republican
F000057,,Democrat
B000232,,Republican
B000399,,Democrat
B000448,,Democrat
B000545,,Democrat
B000565,,Democrat
B000609,,Democrat
B001028,,Democrat
B001056,,Democrat
B001100,,Democrat
C000259,,Democrat
C000317,,Democrat
C000347,,Democrat
C000390,,Republican
C000586,,Democrat
C000774,,Republican
C000926,,Democrat
D000048,,Republican
D000071,,Democrat
D000089,,Democrat
D000454,,Democrat
D000522,,Republican
E000178,,Republican
F000081,,Republican
G000205,,Democrat
G000219,,Democrat
G000331,,Democrat
G000332,,Democrat
G000353,,Democrat
G000521,,Republican
H000202,,Democrat
H000495,,Republican
H000663,,Democrat
H000898,,Democrat
H000975,,Democrat
J000034,,Democrat
J000096,,Republican
J000127,,Democrat
K000012,,Democrat
K000041,,Republican
K000334,,Democrat
L000161,,Republican
L000173,,Democrat
L000238,,Republican
L000251,,Democrat
L000301,,Republican
L000332,,Democrat
L000395,,Republican
L000537,,Democrat
M000037,,Republican
M000122,,American Labor
M000144,,Democrat
M000279,,Democrat
M000574,,Republican
M000606,,Democrat
M000680,,Republican
M000693,,Republican
M000705,,Democrat
M000716,,Democrat
N000129,,Democrat
N000153,,Democrat
O000122,,Democrat
P000002,,Democrat
P000261,,Democrat
P000285,,Democrat
P000286,,Republican
P000306,,Republican
P000395,,Republican
R000209,,Republican
S000011,,Democrat
S000029,,Republican
S000439,,Democrat
S000536,,Republican
S000676,,Democrat
T000056,,Democrat
T000175,,Republican
W000012,,Republican
W000019,,Democrat
W000100,,Democrat
W000265,,Republican
W000344,,Republican
W000359,,Democrat
W000361,,Democrat
W000430,,Democrat
W000582,,Democrat
W000714,,Democrat
W000744,,Democrat
C000506,,Democrat
S000639,,Democrat
A000001,,Republican
A000114,,Democrat
A000196,,Republican
A000218,,Republican
B000080,,Republican
B000237,,Democrat
B000515,,Republican
B000649,,Democrat
B000792,,Democrat
B000794,,Republican
B001002,,Democrat
B001039,,Republican
B001148,,Democrat
B001179,,Republican
B001214,,Democrat
C000504,,Democrat
C000606,,Republican
C000655,,Democrat
C000831,,Democrat
C000889,,Republican
D000249,,Republican
D000448,,Democrat
D000516,,Republican
E000023,,Republican
E000160,,Republican
F000066,,Republican
F000399,,Democrat
F000431,,Democrat
G000131,,Democrat
G000206,,Republican
G000338,,Democrat
G000379,,Democrat
G000438,,Democrat
H000050,,Republican
H000060,,Republican
H000356,,Democrat
H000442,,Democrat
H000443,,Democrat
H000548,,Republican
H000679,,Democrat
I000037,,Democrat
J000080,,Republican
J000224,,Democrat
K000039,,Democrat
K000138,,Democrat
L000095,,Democrat
L000224,,Democrat
L000318,,Democrat
M000045,,Democrat
M000308,,Democrat
M000455,,Democrat
M000465,,Democrat
M000528,,Democrat
M000559,,Democrat
M000577,,Democrat
M000771,,Republican
M000814,,Democrat
M000878,,Democrat
M001081,,Democrat
M001094,,Democrat
M001112,,Republican
O000095,,Democrat
O000133,,Democrat
P000327,,Democrat
Q000021,,Democrat
R000025,,Democrat
R000056,,Democrat
R000104,,Democrat
R000453,,Republican
S000001,,Democrat
S000067,,Democrat
S000155,,Republican
S000172,,Republican
S000214,,Republican
S000461,,Republican
S000845,,Republican
S000923,,Democrat
S000936,,Republican
S001056,,Democrat
T000005,,Democrat
T000009,,Republican
T000289,,Republican
T000320,,Republican
U000015,,Democrat
V000003,,Republican
V000077,,Republican
W000264,,Democrat
W000269,,Republican
W000298,,Republican
W000348,,Democrat
W000699,,Democrat
W000700,,Republican
W000718,,Republican
D000198,,Democrat
G000481,,Republican
P000460,,Republican
A000257,,Republican
B000176,,Republican
B000242,,Democrat
B000486,,Republican
B000618,,Republican
B000762,,Republican
B000820,,Republican
B000999,,Democrat
B001099,,Democrat
B001161,,Republican
B001177,,Republican
C000070,,Democrat
C000080,,Democrat
C000416,,Republican
C000614,,Republican
C000674,,Democrat
C000932,,Democrat
D000281,,Republican
D000036,,Democrat
F000034,,Republican
F000190,,Republican
G000258,,Republican
G000297,,Republican
G000360,,Republican
H000014,,Republican
H000284,,Democrat
H000460,,Democrat
H000616,,Republican
H000858,,Democrat
H000943,,Republican
H000979,,Republican
I000050,,Republican
J000093,,Republican
J000207,,Republican
K000150,,Republican
K000176,,Democrat
K000292,,Republican
L000070,,Republican
L000089,,Democrat
L000496,,Democrat
L000525,,Democrat
M000086,,Republican
M000177,,Republican
M000315,,Republican
M000656,,Republican
M000729,,Democrat
O000009,,Democrat
O000004,,Republican
P000107,,Democrat
P000150,,Republican
P000475,,Republican
P000575,,Republican
R000100,,Independent
R000140,,Democrat
R000391,,Democrat
R000425,,Democrat
S000277,,Republican
S000499,,Republican
S000553,,Republican
S000797,,Democrat
S001006,,Republican
S001087,,Democrat
T000259,,Republican
U000032,,Republican
W000123,,Republican
W000190,,Republican
W000252,,Republican
W000342,,Democrat
W000604,,Democrat
W000658,,Democrat
Y000024,,Democrat
A000010,,Republican
B000356,,Republican
B000709,,Republican
B000913,,Republican
C000906,,Republican
D000031,,Democrat
O000088,,Democrat
R000180,,Republican
S000187,,Democrat
B000145,,Democrat
B000342,,Democrat
B000823,,Republican
B001009,,Democrat
B001131,,Democrat
C000156,,Democrat
C000327,,Republican
C000336,,Democrat
C000743,,Republican
C000960,,Republican
D000083,,Democrat
D000175,,Democrat
D000354,,Democrat
D000403,,Republican
D000411,,Republican
D000421,,Democrat
E000146,,Republican
F000035,,Republican
F000085,,Democrat
F000126,,Democrat
F000179,,Republican
F000356,,Democrat
G000031,,Republican
G000124,,Democrat
G000369,,Democrat
G000418,,Democrat
H000154,,Republican
H000412,,Democrat
H000640,,Republican
H000689,,Republican
H000768,,Republican
J000157,,Republican
J000263,,Democrat
K000208,,Republican
K000261,,Democrat
L000468,,Republican
M000199,,Republican
M001107,,Democrat
M001108,,Democrat
N000023,,Democrat
N000031,,Republican
N000053,,Democrat
P000309,,Republican
P000536,,Democrat
R000111,,Republican
R000214,,Democrat
S000377,,Republican
T000216,,Republican
T000408,,Democrat
V000082,,Republican
W000668,,Republican
Y000032,,Republican
H000963,,Democrat
L000025,,Democrat
R000167,,Republican
W000666,,Democrat
A000133,,Republican
A000239,,Republican
B000276,,Republican
B000698,,Democrat
B000964,,Republican
B001079,,Republican
B001167,,Republican
B001180,,Republican
B001211,,Republican
C000128,,Republican
C000182,,Republican
C000189,,Democrat
C000221,,Republican
C000386,,Democrat
C000515,,Republican
C000617,,Republican
C000755,,Democrat
C000804,,Republican
C000905,,Republican
C000993,,Republican
D000155,,Republican
D000219,,Democrat
D000228,,Democrat
D000246,,Republican
D000278,,Republican
D000338,,Democrat
E000029,,Democrat
G000129,,Republican
G000316,,Democrat
G000447,,Democrat
G000541,,Republican
H000036,,Republican
H000182,,Republican
H000275,,Republican
H000318,,Republican
H000405,,Democrat
H000502,,Democrat
H000549,,Republican
H000613,,Republican
H000623,,Republican
H000740,,Republican
H001021,,Republican
J000045,,Republican
J000088,,Republican
K000029,,Republican
K000030,,Republican
K000042,,Republican
K000058,,Democrat
K000300,,Democrat
K000332,,Republican
L000077,,Democrat
L000108,,Republican
L000157,,Republican
L000416,,Democrat
M000274,,Republican
M000354,,Republican
M000460,,Republican
M000483,,Republican
M000609,,Republican
M000715,,Republican
M000724,,Republican
M000935,,Republican
N000017,,Republican
N000097,,Republican
N000110,,Republican
O000056,,Republican
P000119,,Republican
R000008,,Republican
R000329,,Democrat
R000359,,Republican
S000009,,Republican
S000194,,Republican
S000198,,Republican
S000315,,Republican
S000390,,Democrat
S000405,,Democrat
S000437,,Republican
S000585,,Republican
S000819,,Republican
T000028,,Republican
T000139,,Republican
V000119,,Republican
V000125,,Republican
W000450,,Republican
W000465,,Republican
W000549,,Republican
W000683,,Republican
H000665,,Republican
A000138,,Republican
A000200,,Democrat
B000139,,Democrat
B000170,,Democrat
B000245,,Republican
B000271,,Republican
B000391,,Republican
B000646,,Republican
B000699,,Democrat
B000727,,Democrat
B000849,,Democrat
B000908,,Democrat
B000940,,Democrat
B000982,,Republican
B001035,,Republican
B001127,,Democrat
B001165,,Republican
B001208,,Democrat
C000113,,Republican
C000162,,Democrat
C000199,,Democrat
C000338,,Democrat
C000383,,Democrat
C000589,,Democrat
D000368,,Republican
D000402,,Democrat
D000433,,Republican
D000571,,Democrat
E000121,,Republican
E000181,,Democrat
F000227,,Democrat
F000237,,Democrat
F000255,,Democrat
G000130,,Democrat
H000048,,Democrat
H000204,,Democrat
H000216,,Democrat
H000484,,Republican
H000550,,Republican
H000690,,Democrat
H000746,,Republican
J000008,,Republican
J000119,,Democrat
K000015,,Democrat
K000036,,Republican
L000018,,Republican
L000260,,Democrat
L000425,,Democrat
M000021,,Republican
M000449,,Democrat
M000682,,Democrat
M000759,,Republican
M000812,,Democrat
M000991,,Democrat
O000074,,Democrat
P000408,,Democrat
P000439,,Democrat
P000516,,Democrat
P000549,,Democrat
Q000012,,Democrat
R000113,,Republican
R000132,,Republican
R000392,,Republican
S000430,,Republican
S000436,,Republican
S000640,,Republican
T000070,,Republican
T000118,,Democrat
T000229,,Republican
W000024,,Republican
W000120,,Democrat
W000446,,Democrat
W000663,,Republican
W000675,,Democrat
L000520,,Democrat
N000052,,Democrat
S000517,,Democrat
A000054,,Democrat
A000094,,Democrat
A000105,,Democrat
A000179,,Republican
A000255,,Democrat
B000035,,Democrat
B000222,,Republican
B000536,,Democrat
B000561,,Democrat
B000725,,Democrat
B000791,,Democrat
B000884,,Democrat
B001090,,Democrat
C000365,,Republican
C000389,,Republican
C000540,,Democrat
C000725,,Democrat
C001011,,Republican
D000109,,Democrat
D000425,,Republican
D000456,,Democrat
D000575,,Republican
D000585,,Republican
F000075,,Republican
F000353,,Democrat
G000069,,Republican
G000368,,Democrat
H000264,,Democrat
H000561,,Democrat
H000568,,Republican
H000683,,Republican
H000753,,Democrat
I000007,,Democrat
J000176,,Democrat
J000278,,Republican
K000032,,Republican
K000044,,Democrat
K000144,,Democrat
K000171,,Democrat
K000249,,Democrat
K000320,,Democrat
L000065,,Democrat
L000446,,Democrat
M000014,,Democrat
M000020,,Democrat
M000052,,Democrat
M000152,,Democrat
M000224,,Republican
M000414,,Republican
M000582,,Democrat
M000605,,Democrat
M000608,,Republican
M000664,,Republican
M000719,,Democrat
M000927,,Republican
M001045,,Democrat
M001077,,Republican
M001100,,Republican
N000136,,Democrat
N000137,,Democrat
P000264,,Democrat
P000287,,Democrat
R000001,,Democrat
R000077,,Republican
R000082,,Democrat
R000108,,Republican
R000109,,Republican
R000259,,Democrat
R000260,,Democrat
R000317,,Democrat
R000547,,Democrat
S000021,,Republican
S000057,,Democrat
S000075,,Democrat
S000120,,Republican
S000138,,Republican
S000193,,Republican
S000224,,Republican
S000533,,Democrat
S000717,,Democrat
T000001,,Republican
U000002,,Democrat
V000069,,Republican
W000228,,Republican
W000256,,Republican
Z000003,,Democrat
K000107,,Democrat
B000656,,Republican
M000623,,Republican
S000434,,Republican
A000011,,Republican
A000106,,Republican
A000227,,Republican
A000228,,Republican
B000062,,Republican
B000064,,Republican
B000190,,Republican
B000292,,Republican
B000310,,Republican
B000377,,Republican
B000608,,Republican
B000813,,Democrat
B000867,,Republican
B000969,,Republican
B001024,,Democrat
B001104,,Democrat
C000117,,Democrat
C000154,,Republican
C000346,,Republican
C000444,,Democrat
D000094,,Democrat
D000266,,Republican
D000360,,Republican
D000481,,Democrat
E000055,,Democrat
E000120,,Democrat
F000087,,Popular Democrat
F000135,,Democrat
F000283,,Democrat
G000091,,Democrat
G000102,,Republican
G000192,,Democrat
G000237,,Republican
G000381,,Democrat
G000421,,Democrat
G000508,,Democrat
H000191,,Democrat
H000385,,Democrat
H000424,,Democrat
H000471,,Democrat
H000559,,Republican
H000598,,Democrat
H000678,,Republican
H000684,,Republican
H000786,,Republican
H000904,,Democrat
J000100,,Republican
J000109,,Republican
J000158,,Democrat
J000195,,Democrat
K000040,,Democrat
K000170,,Republican
K000177,,Democrat
K000298,,Republican
K000335,,Republican
L000081,,Democrat
L000122,,Democrat
L000252,,Democrat
L000299,,Democrat
L000415,,Democrat
M000197,,Republican
M000478,,Republican
M000558,,Republican
M000620,,Republican
M000762,,Republican
M000770,,Republican
M000859,,Democrat
M001014,,Democrat
M001022,,Republican
N000133,,Republican
N000178,,Republican
O000016,,Democrat
O000120,,Republican
O000121,,Republican
P000349,,Democrat
P000352,,Republican
R000018,,Democrat
R000206,,Republican
R000250,,Republican
R000314,,Democrat
R000556,,Democrat
S000117,,Republican
S000327,,Democrat
S000335,,Democrat
S000378,,Republican
S000395,,Republican
S000408,,Republican
S000505,,Democrat
S000764,,Republican
S000775,,Democrat
S000928,,Republican
T000237,,Democrat
T000298,,Republican
V000051,,Republican
V000105,,Democrat
W000089,,Republican
W000108,,Democrat
W000110,,Democrat
W000226,,Republican
W000310,,Republican
W000323,,Republican
W000439,,Democrat
W000572,,Republican
W000641,,Democrat
J000160,,Democrat
B000223,,Democrat
S000016,,Democrat
A000204,,Republican
B000092,,Republican
B000108,,Democrat
B000296,,Democrat
B000621,,Democrat
B000909,,Republican
C000054,,Democrat
C000055,,Republican
C000067,,Democrat
C000342,,Democrat
C000516,,Democrat
C000736,,Democrat
C000866,,Democrat
C001005,,Republican
D000004,,Republican
D000260,,Democrat
D000390,,Democrat
D000588,,Democrat
E000148,,Republican
F000023,,Democrat
F000025,,Democrat
G000208,,Democrat
G000320,,Democrat
G000348,,Democrat
G000450,,Democrat
G000454,,Democrat
H000013,,Democrat
H000173,,Democrat
H000249,,Democrat
H000310,,Republican
H000720,,Democrat
H001001,,Democrat
J000098,,Democrat
J000151,,Democrat
J000246,,Democrat
K000114,,Democrat
K000130,,Democrat
K000199,,Democrat
K000326,,Democrat
K000341,,Republican
L000326,,Republican
L000458,,Democrat
M000022,,Democrat
M000026,,Democrat
M000182,,Republican
M000191,,Republican
M000253,,Democrat
M000311,,Democrat
M000418,,Democrat
M000459,,Democrat
M000610,,Democrat
M000836,,Democrat
M000995,,Democrat
M001092,,Republican
M001114,,Democrat
O000015,,Democrat
O000084,,Democrat
P000552,,Republican
R000003,,Democrat
R000107,,Democrat
R000282,,Democrat
R000404,,Democrat
R000426,,Democrat
R000525,,Democrat
S000128,,Democrat
S000131,,Democrat
S000184,,Democrat
S000219,,Democrat
S000243,,Democrat
S000401,,Democrat
S000554,,Democrat
S000782,,Democrat
S001103,,Democrat
T000156,,Democrat
T000178,,Democrat
T000198,,Democrat
T000218,,Democrat
T000294,,Democrat
T000297,,Democrat
T000373,,Democrat
T000411,,Republican
T000436,,Democrat
T000445,,Democrat
V000109,,Democrat
W000065,,Republican
W000290,,Democrat
W000362,,Democrat
W000518,,Republican
Y000006,,Democrat
Y000053,,Democrat
S000739,,Democrat
A000161,,Republican
A000186,,Democrat
A000223,,Democrat
B000201,,Democrat
B000593,,Republican
B000607,,Republican
C000758,,Republican
C001014,,Republican
E000112,,Democrat
F000137,,Republican
F000233,,Democrat
G000055,,Republican
G000098,,Democrat
H000081,,Republican
H000197,,Democrat
H000237,,Democrat
H000278,,Republican
H000530,,Democrat
H000717,,Democrat
I000039,,Democrat
J000267,,Democrat
J000269,,Republican
K000013,,Democrat
K000070,,Democrat
K000196,,Democrat
K000318,,Democrat
K000343,,Republican
M000011,,Democrat
M000730,,Republican
M000892,,Republican
M000990,,Democrat
M001074,,Democrat
M001078,,Republican
O000053,,Democrat
P000405,,Popular Democrat
P000426,,Democrat
R000164,,Democrat
R000187,,Democrat
R000536,,Democrat
S000232,,Democrat
S000560,,Republican
S000590,,Republican
T000128,,Democrat
T000395,,Democrat
W000049,,Democrat
W000410,,Democrat
W000517,,Democrat
W000559,,Democrat
Y000060,,Republican
C000721,1308,Republican
G000282,,Republican
A000024,,Republican
A000062,1270,Republican
A000229,,Republican
B000239,,Republican
B000241,,Republican
B000384,1281,Republican
B000416,,Republican
B000436,1283,Democrat
B001155,,Republican
B001201,,Republican
C000019,,Republican
C000596,,Democrat
C000823,,Republican
C000869,,Republican
C000991,,Republican
D000001,,Democrat
D000158,,Democrat
D000239,,Republican
D000409,1320,Republican
E000211,1326,Democrat
E000266,,Democrat
F000012,,Democrat
F000015,,Democrat
F000060,,Democrat
F000272,,Republican
F000384,,Democrat
F000401,1337,Democrat
G000175,,Democrat
G000531,1345,Republican
H000922,1364,Democrat
J000108,,Democrat
K000244,,Democrat
K000264,,Republican
L000024,,Republican
L000069,,Republican
L000344,,Republican
L000477,,Democrat
M000010,,Republican
M000148,,Democrat
M000273,,Republican
M000318,,Democrat
M000364,,Democrat
M000530,,Republican
M000667,,Republican
M000832,,Republican
M001104,,Democrat
O000090,,Democrat
O000083,,Democrat
P000303,,Democrat
P000415,,Republican
P000477,,Democrat
R000152,,Republican
R000159,,Republican
R000280,,Democrat
R000389,,Democrat
R000420,,Democrat
R000464,,Republican
R000508,,Republican
S000096,1429,Republican
S000108,,Republican
S000602,,Republican
S000769,,Democrat
U000034,,Republican
W000192,,Republican
W000197,,Republican
W000671,,Republican
N000116,,Republican
A000002,,Democrat
A000016,,Democrat
A000203,,Democrat
A000205,,Democrat
A000206,,Democrat
A000225,,Democrat
B000141,,Democrat
B000272,1278,Republican
B000315,,Democrat
B000323,,Republican
B000426,,Republican
B000548,,Democrat
B000594,,Democrat
B000676,,Republican
B000851,1291,Republican
B001026,1294,Conservative
B001212,,Democrat
B001216,,Republican
C000002,,Democrat
C000017,,Democrat
C000153,,Republican
C000264,,Democrat
C000645,,Democrat
C000702,,Republican
C000772,,Republican
C000997,,Democrat
C000775,,New Progressive
D000462,,Democrat
D000467,,Democrat
D000587,,Republican
E000054,,Democrat
E000067,,Democrat
F000013,1330,Republican
F000245,1333,Republican
F000422,,Republican
G000015,,Democrat
G000016,,Democrat
G000034,,Democrat
G000071,,Democrat
G000458,,Democrat
H000010,,Democrat
H000049,,Republican
H000085,,Republican
H000291,1348,Democrat
H000297,1349,Democrat
H000566,,Democrat
H000875,1362,Republican
H000947,,Democrat
J000206,,Republican
K000038,,Democrat
K000053,,Republican
K000351,,Republican
L000240,,Democrat
L000333,,Democrat
L000382,,Republican
L000429,,Democrat
M000113,1389,Democrat
M000393,,Republican
M000410,,Republican
M000445,1396,Democrat
M000513,,Republican
M000568,,Democrat
M000727,,Democrat
M000847,,Democrat
M000876,1403,Democrat
M001009,,Republican
M001021,,Republican
M001033,1406,Democrat
O000058,,Republican
P000100,1415,Democrat
P000196,,Republican
P000366,,Republican
P000401,,Republican
P000559,,Democrat
P000569,,Democrat
R000143,,Republican
R000562,,Democrat
S000133,,Republican
S000161,,Republican
S000174,1432,Republican
S000545,,Republican
S000756,,Republican
S001136,1444,Democrat
T000010,1445,Republican
T000134,,Republican
T000217,,Republican
T000410,1450,Democrat
W000212,,Democrat
W000320,,Republican
E000068,,Democrat
A000017,1268,Democrat
A000216,27,Republican
B000069,46,Republican
B000200,1276,Republican
B000506,92,Republican
B000550,95,Democrat
B000771,118,Democrat
B000778,119,Republican
B000871,1292,Republican
B000893,129,Republican
B000967,139,Republican
C000073,167,Republican
C000143,175,Democrat
C000220,1302,Republican
C000275,187,Republican
C000431,199,Democrat
C000448,1306,Democrat
C000629,218,Republican
C000637,,Democrat
C000925,253,Republican
C001006,1312,Republican
D000102,269,Republican
D000122,271,Democrat
D000220,283,Republican
D000234,286,Democrat
D000241,287,Republican
D000419,305,Democrat
D000434,309,Democrat
D000523,320,Democrat
E000018,1325,Democrat
F000152,386,Democrat
F000371,413,Republican
F000388,418,Republican
G000144,435,Democrat
G000290,,Republican
G000387,458,Democrat
G000407,461,Democrat
G000465,1344,Republican
G000471,467,Democrat
G000495,469,Republican
G000504,471,Republican
G000512,473,Republican
G000528,477,Democrat
H000164,494,Democrat
H000168,496,Republican
H000170,1346,Republican
H000174,499,Democrat
H000175,500,Republican
H000306,509,Republican
H000317,1350,Democrat
H000346,1354,Democrat
H000692,548,Republican
H000713,551,Democrat
H000802,561,Republican
H000897,568,Republican
H000906,570,Republican
H000972,574,Republican
K000037,622,Republican
K000195,634,Republican
K000348,654,Republican
K000356,656,Democrat
L000049,661,Republican
M000070,727,Republican
M000078,728,Republican
M000121,734,Republican
M000175,740,Republican
M000242,746,Republican
M000286,752,Republican
M000332,1393,Democrat
M000486,1398,Democrat
M000603,786,Democrat
M000671,1399,Democrat
M000779,811,Republican
M000799,816,Republican
M000833,819,Republican
M000851,1402,Democrat
N000028,858,Republican
P000166,1416,Republican
P000399,920,Democrat
P000485,926,Republican
P000528,931,Republican
R000065,945,Democrat
R000150,953,Democrat
R000357,972,Republican
R000422,982,Republican
R000424,984,Democrat
R000484,995,Democrat
R000545,1005,Republican
S000045,1011,Republican
S000102,1024,Republican
S000121,1028,Republican
S000189,1433,Republican
S000383,1052,Republican
S000548,1073,Republican
S000701,1436,Democrat
S000836,1105,Republican
S001037,1119,Democrat
T000109,1145,Republican
T000233,1153,Republican
T000265,1159,Democrat
T000321,1164,Republican
V000093,1186,Republican
W000035,1193,Democrat
W000147,1202,Republican
W000445,1227,Republican
W000525,1229,Republican
W000778,1246,Republican
Y000035,1257,Republican
Y000052,1260,Republican
Z000010,1265,Republican
Z000016,1267,Republican
W000782,1250,Republican
F000260,399,Republican
A000018,3,Democrat
A000073,8,Democrat
A000127,1271,Democrat
B000178,59,Democrat
B000254,1277,Democrat
B000330,73,Republican
B000351,1279,Republican
B000362,75,Popular Democrat
B000451,86,Republican
C000228,182,Democrat
C000388,1305,Democrat
C000409,198,Republican
C000682,227,Republican
C000802,1309,Republican
C000979,255,Democrat
D000041,262,Democrat
D000474,315,Democrat
D000574,1322,Democrat
E000213,353,Republican
E000214,354,Republican
E000273,365,Democrat
F000424,420,Democrat
G000388,1343,Democrat
G000420,464,Democrat
G000513,474,Republican
H000041,482,Democrat
H000073,486,Democrat
H000327,513,Republican
H000392,518,Democrat
H000408,519,Democrat
H000438,522,Democrat
H000465,529,Democrat
H000479,530,Democrat
H000563,535,Democrat
H000638,542,Republican
H000851,565,Democrat
H000965,573,Democrat
H001011,576,Republican
H000437,521,Democrat
J000057,591,Republican
J000064,1371,Republican
J000115,597,Republican
J000248,610,Democrat
K000014,617,Democrat
K000273,640,Democrat
L000054,662,Democrat
L000360,695,Democrat
M000005,719,Democrat
M000039,723,Democrat
M000053,1388,Democrat
M000349,760,Republican
M000452,1397,Democrat
M000686,796,Democrat
M000778,810,Democrat
M000956,1404,Democrat
M000958,834,Democrat
M001031,837,Republican
N000033,1411,Democrat
O000055,873,Democrat
P000098,892,Democrat
P000103,895,Democrat
P000272,913,Republican
