bioguide_id,thomas_id,party
S000744,,Anti-Jacksonian
S000751,,Jackson
S000867,,Jackson
S000976,,Federalist
S001010,,
S001088,,
T000108,,Jackson
T000138,,
T000365,,Jackson
T000382,,Jackson
T000402,,Jackson
V000073,,
W000576,,Jackson
W000632,,
W000673,,Jackson
Y000002,,Jackson
A000043,,Jackson
B000058,,Jackson
P000402,,Jackson
A000026,,Jackson
A000099,,Jackson
A000143,,Jackson
A000159,,Anti Masonic
A000193,,Jackson
A000256,,Jackson
A000284,,
B000006,,Anti Masonic
B000128,,Jackson
B000194,,Anti Masonic
B000234,,Jackson
B000405,,Jackson
B000423,,Jackson
B000659,,Jackson
B000763,,Jackson
B000858,,Jackson
B001010,,Jackson
B001030,,Jackson
C000020,,Anti Masonic
C000193,,Jackson
C000282,,Adams
C000294,,Jackson
C000602,,Jackson
C000631,,Anti Masonic
C000668,,Republican
C000672,,Anti Jacksonian
C000729,,Anti Masonic
C000732,,Anti Jacksonian
C000760,,
C000893,,Jackson
C000902,,Republican
D000011,,Jackson
D000033,,Jackson
D000162,,Jackson
D000179,,Anti Jacksonian
D000289,,Jackson
D000391,,
D000487,,Jackson
D000490,,Jackson
E000248,,Jackson
F000119,,Jackson
F000168,,Jackson
F000263,,Jackson
F000284,,Jackson
G000010,,Jackson
G000222,,Jackson
H000078,,Jackson
H000137,,Jackson
H000165,,Anti-Jacksonian
H000494,,Adams
H000593,,Jackson
H000674,,
H000688,,Jackson
H000694,,Jackson
H000715,,Jackson
H000787,,Jackson
H000928,,
H000974,,
I000006,,Jackson
I000020,,
I000034,,Jackson
I000045,,Jackson
J000104,,Jackson
J000185,,Jackson
J000194,,
K000006,,Jackson
K000094,,
K000192,,Jackson
K000204,,Jackson
L000027,,Jackson
L000186,,Jackson
L000242,,Jackson
M000079,,
M000127,,Jackson
M000269,,Anti Jacksonian
M000375,,Jackson
M000377,,Jackson
M000755,,Nullifier
M000810,,Jackson
M000829,,Jackson
M000898,,Jackson
N000036,,Anti Jacksonian
N000071,,Jackson
N000078,,Republican
N000167,,Jackson
P000201,,Anti Jacksonian
P000367,,Jackson
P000467,,Jacksonian
R000029,,Jacksonian
R000044,,
R000115,,Jackson
R000292,,Jackson
R000431,,Jackson
S000238,,
S000611,,Jackson
S000681,,Jackson
S000686,,Anti Jacksonian
S000788,,Anti Jacksonian
S000859,,Jackson
T000091,,Republican
T000222,,Jackson
T000300,,Anti-Jacksonian
T000346,,Anti Masonic
V000089,,Jackson
W000017,,Anti-Jacksonian
W000245,,Jackson
W000334,,Anti Masonic
W000473,,Anti Jacksonian
W000631,,
T000284,,Democrat
B000503,,Whig
A000038,,Jackson
A000132,,Anti Jacksonian
B000125,,
B000165,,Anti Masonic
B000181,,
B000256,,Anti Jacksonian
B000285,,Anti Jackson
B000338,,Anti Jacksonian
B000475,,Anti Jacksonian
B000526,,Jackson
B000528,,Jackson
B000585,,Jackson
B000663,,Jackson
B001046,,
B001073,,
B001082,,Anti Jacksonian
C000018,,Jackson
C000160,,Jackson
C000359,,Anti Jacksonian
C000362,,Jackson
C000491,,Jackson
C000808,,Jackson
C000918,,Anti Jacksonian
D000079,,Anti-Jacksonian
D000092,,Anti Jacksonian
D000159,,Jackson
D000226,,Anti Masonic
D000245,,Anti Jacksonian
D000330,,Anti Masonic
D000535,,Jackson
E000150,,
F000064,,Nullifier
F000247,,Anti-Jacksonian
F000423,,Jackson
G000148,,Anti Jacksonian
G000216,,Jackson
G000319,,Jackson
G000324,,Anti Jacksonian
H000072,,Jackson
H000089,,Jackson
H000224,,Jackson
H000345,,Jackson
H000430,,Jackson
H000860,,Jackson
I000014,,Jackson
J000009,,
J000164,,Jackson
K000022,,Jackson
K000125,,Whig
K000202,,Jackson
L000131,,Jackson
L000183,,Jackson
L000257,,
L000455,,Anti Jacksonian
L000541,,Jackson
L000546,,Jackson
M000107,,Jackson
M000128,,Jackson
M000161,,Anti Jacksonian
M000204,,Anti Masonic
M000479,,Jackson
M000492,,Democrat
M000607,,Jackson
M000793,,
M000813,,Jackson
M000827,,Jackson
M000917,,Anti Jacksonian
M000953,,Jackson
M000989,,Democrat
M001097,,Jackson
N000010,,
O000115,,Jackson
P000343,,Jackson
P000397,,Jackson
P000433,,Jackson
P000436,,Anti-Jacksonian
R000047,,
R000297,,Whig
S000233,,Jackson
S000334,,Jackson
S000446,,Nullifier
S000474,,Jackson
S000594,,Anti-Jacksonian
S000891,,Jackson
S000944,,Jackson
S001116,,Whig
T000105,,Anti-Jacksonian
T000181,,
T000304,,Anti Jacksonian
T000442,,Anti Jacksonian
V000046,,Jackson
W000195,,Anti Jacksonian
W000321,,Jackson
W000432,,Anti Masonic
W000460,,Jackson
W000574,,Anti Jacksonian
Y000034,,
L000232,,Anti-Jacksonian
A000108,,Whig
A000263,,Jackson
A000305,,Jackson
A000315,,Jacksonian
B000040,,Whig
B000114,,Anti Masonic
B000215,,Jackson
B000277,,Jackson
B000286,,Jackson
B000581,,Jackson
B000675,,Jackson
B000903,,Democrat
B000932,,Jackson
B001058,,Jacksonian
B001129,,Jackson
C000098,,Nullifier
C000283,,Anti Masonic
C000306,,Jackson
C000349,,Whig
C000405,,Anti Jacksonian
C000453,,Anti Masonic
C000583,,Jackson
C000867,,Jackson
C000872,,Whig
D000142,,Nullifier
D000248,,Anti Masonic
D000328,,Anti-Jacksonian
D000444,,Jackson
D000544,,Jackson
E000086,,Jackson
E000283,,Jackson
F000022,,Jackson
F000273,,Anti-Jacksonian
F000327,,Jackson
F000411,,Whig
F000415,,Jackson
G000200,,Jackson
G000264,,Whig
G000404,,Nullifier
H000056,,Jackson
H000180,,Whig
H000184,,Whig
H000221,,Whig
H000276,,Jackson
H000360,,Jackson
H000416,,Whig
H000486,,Jackson
H000575,,Anti Masonic
H000656,,Whig
H000861,,Whig
H000883,,Democrat
H000994,,Jackson
H001000,,Jackson
J000028,,Anti Masonic
J000056,,Anti Masonic
J000062,,Jackson
J000170,,Jackson
J000212,,Jackson
J000279,,Jackson
K000123,,Jackson
K000207,,Democrat
K000224,,Jackson
K000287,,Whig
L000057,,Jackson
L000086,,Jackson
L000094,,Jackson
L000150,,Whig
L000164,,Jacksonian
L000193,,Jackson
L000197,,Jackson
L000205,,Jackson
L000459,,Whig
L000488,,Jackson
L000490,,Jackson
M000099,,Jackson
M000110,,Jackson
M000220,,Jackson
M000223,,Jackson
M000227,,Jackson
M000320,,Anti Jacksonian
M000352,,Whig
M000556,,Jackson
M000734,,Jackson
M000751,,Jackson
P000023,,Jackson
P000061,,Jackson
P000074,,Jackson
P000132,,Jackson
P000160,,Anti Masonic
P000167,,Whig
P000270,,Whig
P000282,,Jacksonian
P000355,,Nullifier
R000177,,Jackson
R000291,,Jackson
R000344,,Democrat
R000502,,Democrat
S000049,,Union Democrat
S000116,,Jackson
S000130,,Jacksonian
S000272,,Jackson
S000331,,Whig
S000365,,Jackson
S000403,,Jackson
S000495,,Anti Masonic
S000699,,Whig
S000834,,Anti Jacksonian
S000971,,Whig
S001083,,Jackson
T000130,,
T000230,,Jackson
T000422,,Jackson
T000435,,Jackson
W000071,,Democrat
W000146,,Jackson
W000179,,Anti Jacksonian
W000218,,Jacksonian
W000358,,Jacksonian
W000376,,Whig
W000383,,
W000463,,Jackson
D000022,,Jackson
N000085,,Democrat
P000019,,Jackson
P000069,,Democrat
S000719,,Whig
S000992,,Democrat
V000009,,Jackson
A000095,,Whig
A000123,,Whig
A000246,,Democrat
B000311,,Democrat
B000437,,Democrat
B000483,,Democrat
B000628,,Democrat
B000662,,Democrat
B000859,,Democrat
B000869,,Democrat
B000984,,Democrat
B001000,,Democrat
C000043,,Whig
C000061,,Democrat
C000202,,Democrat
C000285,,Whig
C000300,,Democrat
C000341,,Whig
C000395,,Democrat
C000404,,Democrat
C000481,,Democrat
C000513,,Democrat
C000534,,Nullifier
C000587,,Whig
C001021,,Democrat
C001023,,Democrat
D000056,,Anti Masonic
D000193,,Democrat
D000547,,Whig
E000073,,Democrat
E000277,,Whig
F000033,,Democrat
F000203,,Democrat
F000396,,Democrat
G000028,,Democrat
G000149,,Democrat
G000230,,Democrat
G000361,,Whig
G000380,,Democrat
G000385,,Democrat
G000397,,Democrat
G000451,,Whig
H000040,,Democrat
H000097,,Democrat
H000210,,Whig
H000220,,Democrat
H000399,,Democrat
H000536,,Whig
H000744,,Democrat
H000748,,Democrat
H000835,,Democrat
H000899,,Democrat
H000993,,Democrat
I000021,,Democrat
J000015,,Democrat
K000174,,Democrat
K000269,,Democrat
L000129,,Whig
L000220,,Democrat
L000338,,Democrat
L000402,,Democrat
L000436,,Whig
L000437,,Democrat
L000512,,Democrat
L000542,,Whig
M000192,,Democrat
M000262,,Whig
M000277,,Democrat
M000516,,Democrat
M000519,,Democrat
M000638,,Whig
M000767,,Whig
M000897,,Democrat
M000960,,Democrat
M000984,,Whig
M001050,,Democrat
M001065,,Democrat
M001110,,Democrat
N000120,,Democrat
N000158,,Democrat
N000165,,Whig
O000157,,Democrat
P000041,,Democrat
P000054,,Democrat
P000133,,Whig
P000140,,Democrat
P000297,,Democrat
P000312,,Whig
P000472,,Anti Masonic
P000510,,Whig
P000511,,Whig
P000519,,Whig
R000158,,Democrat
R000224,,Democrat
R000293,,Democrat
R000323,,Whig
R000334,,Whig
R000507,,Whig
S000093,,Whig
S000316,,Democrat
S000333,,Democrat
S000360,,Whig
S000399,,Whig
S000531,,Democrat
S000599,,Whig
S000600,,Democrat
S000664,,Democrat
S000690,,Whig
S000725,,Democrat
S000789,,Whig
S000965,,Whig
S001032,,Democrat
T000103,,Democrat
T000288,,Democrat
V000002,,Democrat
V000030,,Democrat
W000241,,Democrat
W000247,,Democrat
W000431,,Whig
W000433,,Democrat
W000742,,Whig
Y000050,,Democrat
M000654,,Whig
T000380,,Democrat
W000539,,Democrat
A000135,,Whig
A000137,,Democrat
A000168,,Whig
A000190,,Democrat
A000232,,Whig
B000284,,Democrat
B000319,,Democrat
B000428,,Whig
B000443,,Anti Masonic
B000613,,Whig
B000732,,Whig
B000901,,Whig
B001204,,Democrat
C000177,,Democrat
C000188,,Democrat
C000204,,Whig
C000318,,Democrat
C000363,,Whig
C000700,,Democrat
C000766,,Democrat
C000847,,Whig
C000859,,Democrat
C000882,,Democrat
C000920,,Whig
C001009,,Whig
D000068,,Democrat
D000088,,Anti Masonic
D000116,,Democrat
D000205,,Democrat
D000244,,Whig
D000309,,Democrat
D000376,,Whig
D000398,,Whig
D000472,,
E000012,,Democrat
E000166,,Democrat
F000125,,Democrat
F000144,,Democrat
F000201,,Democrat
G000011,,Democrat
G000067,,Conservative
G000070,,Whig
G000392,,Whig
G000462,,Democrat
G000479,,Whig
G000509,,Democrat
H000132,,Democrat
H000152,,Democrat
H000261,,Democrat
H000363,,Whig
H000373,,Democrat
H000482,,Whig
H000594,,Democrat
H000595,,Whig
H000617,,Democrat
H000687,,Whig
H000721,,Democrat
H000745,,Whig
H000844,,Democrat
J000027,,Democrat
J000078,,Whig
J000184,,Whig
J000243,,Democrat
K000084,,Democrat
K000087,,Whig
K000178,,Democrat
L000130,,Whig
L000172,,Democrat
L000211,,Democrat
L000249,,Democrat
M000081,,Democrat
M000211,,Whig
M000322,,Whig
M000345,,Democrat
M000389,,Democrat
M000642,,Whig
M000806,,Whig
M000856,,Whig
M000874,,Democrat
M000987,,Democrat
N000011,,Whig
P000032,,Whig
P000081,,Democrat
P000155,,Democrat
P000179,,Whig
P000267,,Democrat
P000469,,Democrat
P000509,,Democrat
R000030,,Democrat
R000066,,Whig
R000121,,Whig
R000265,,Democrat
R000284,,Democrat
R000353,,Democrat
R000393,,Democrat
R000524,,Whig
R000554,,Democrat
S000028,,Democrat
S000329,,Democrat
S000513,,Democrat
S000565,,Democrat
S000689,,Whig
S000977,,Whig
S001020,,Democrat
S001099,,Democrat
T000032,,Whig
T000039,,Democrat
T000092,,Democrat
T000221,,Whig
V000028,,Democrat
V000123,,Democrat
W000016,,Democrat
W000020,,Whig
W000532,,Democrat
W000536,,Whig
W000748,,Democrat
A000181,,Democrat
G000362,,Whig
P000437,,Whig
H000279,,Adams
T000450,,
A000104,,Whig
A000120,,Whig
A000247,,Whig
A000249,,Whig
A000269,,Whig
A000275,,Whig
A000297,,Whig
A000350,,Whig
B000003,,Whig
B000115,,Democrat
B000183,,Whig
B000214,,Whig
B000233,,Whig
B000251,,Whig
B000313,,Democrat
B000484,,Whig
B000498,,Whig
B000522,,Whig
B000578,,Whig
B000636,,Whig
B000708,,Democrat
B000814,,Democrat
B000830,,Whig
B000854,,Whig
B000868,,Whig
B001189,,Democrat
B001195,,Whig
B001197,,Democrat
C000032,,Democrat
C000039,,Democrat
C000046,,Whig
C000101,,Whig
C000209,,Whig
C000213,,Democrat
C000230,,Ind. Democrat
C000355,,Whig
C000374,,Whig
C000375,,Whig
C000443,,Whig
C000471,,Whig
C000499,,Whig
C000518,,Democrat
C000821,,Whig
C000884,,Whig
C000890,,Whig
C001016,,Whig
D000352,,Democrat
D000380,,Democrat
D000400,,Democrat
E000020,,Democrat
E000074,,Whig
E000076,,Democrat
E000088,,Democrat
E000241,,Whig
E000265,,Whig
F000090,,Democrat
F000219,,Democrat
F000276,,Democrat
F000296,,Whig
F000314,,Whig
F000425,,Democrat
G000033,,Whig
G000097,,Whig
G000140,,Democrat
G000278,,Whig
G000376,,Whig
G000449,,Whig
G000533,,Democrat
H000003,,Whig
H000052,,Whig
H000092,,Whig
H000257,,Democrat
H000328,,Democrat
H000332,,Whig
H000407,,Democrat
H000518,,Whig
H000756,,Democrat
H000810,,Democrat
H000970,,Whig
I000044,,Whig
J000002,,Democrat
J000049,,Whig
J000180,,Whig
J000226,,Whig
K000050,,Democrat
K000139,,Whig
L000137,,Whig
L000315,,Whig
L000335,,Whig
L000476,,Democrat
M000080,,Whig
M000123,,Democrat
M000150,,Democrat
M000162,,Whig
M000219,,Democrat
M000225,,Whig
M000243,,Whig
M000258,,Whig
M000268,,Whig
M000285,,Whig
M000328,,Democrat
M000333,,Democrat
M000501,,Whig
M000509,,Democrat
M000599,,Democrat
M000624,,Democrat
M000652,,Whig
M000735,,Democrat
M000804,,Whig
M000938,,Whig
M000945,,Whig
M000973,,Whig
M001003,,Whig
N000068,,Democrat
N000111,,Whig
O000047,,Whig
O000078,,Democrat
O000114,,Whig
O000162,,Whig
P000093,,Democrat
P000208,,Whig
P000321,,Democrat
P000391,,Democrat
P000431,,Whig
P000479,,Whig
P000548,,Whig
R000028,,Whig
R000034,,Whig
R000035,,Whig
R000048,,Whig
R000162,,Whig
R000174,,Democrat
R000247,,Whig
R000255,,Democrat
R000285,,Whig
R000396,,Democrat
R000427,,Democrat
R000527,,Whig
R000540,,Whig
S000020,,Whig
S000048,,Democrat
S000246,,Whig
S000258,,Democrat
S000311,,Democrat
S000359,,Democrat
S000427,,Whig
S000475,,Whig
S000667,,Democrat
S000750,,Whig
S000945,,Whig
S000993,,Whig
S001030,,Whig
S001074,,Democrat
S001105,,Democrat
T000027,,Whig
T000272,,Whig
T000296,,Whig
T000301,,Whig
T000378,,Whig
T000381,,Democrat
T000391,,Whig
V000015,,Democrat
V000052,,Whig
W000067,,Democrat
W000076,,Whig
W000125,,Democrat
W000167,,Whig
W000182,,Whig
W000208,,Democrat
W000306,,Democrat
W000365,,Whig
W000382,,Whig
W000509,,Democrat
W000524,,Whig
W000527,,Whig
W000543,,Whig
W000709,,Whig
W000711,,Democrat
Y000023,,Whig
Y000029,,Whig
Y000042,,Whig
C000851,,Whig
M000426,,Democrat
S000746,,Whig
W000458,,Democrat
A000150,,Democrat
A000302,,Democrat
A000308,,Whig
B000030,,Democrat
B000071,,Whig
B000152,,Whig
B000281,,Democrat
B000354,,Democrat
B000445,,Democrat
B000494,,Democrat
B000516,,Democrat
B000651,,Democrat
B000687,,Democrat
B000793,,Democrat
B000797,,Whig
B000837,,Democrat
B000899,,Democrat
B000925,,Whig
B001088,,Democrat
B001114,,Whig
C000090,,Democrat
C000169,,Democrat
C000215,,Democrat
C000217,,Democrat
C000251,,Democrat
C000258,,Whig
C000319,,Whig
C000358,,Whig
C000520,,Whig
C000528,,Democrat
C000625,,Democrat
C000648,,Democrat
C000759,,Democrat
C000930,,Democrat
D000020,,Democrat
D000128,,Democrat
D000171,,Democrat
D000221,,Whig
D000318,,Whig
D000528,,Democrat
E000131,,Democrat
E000156,,Democrat
F000017,,Democrat
F000213,,Whig
F000302,,Whig
F000383,,Whig
F000409,,Democrat
G000218,,Democrat
G000406,,Democrat
G000423,,Whig
H000120,,Whig
H000125,,Democrat
H000167,,Democrat
H000185,,Whig
H000406,,Democrat
H000411,,Democrat
H000539,,Democrat
H000895,,Democrat
H000917,,Democrat
H000927,,Democrat
I000033,,Whig
J000059,,Whig
J000092,,Whig
J000122,,Democrat
J000167,,Whig
J000240,,Democrat
K000109,,Whig
K000236,,Democrat
L000001,,Democrat
L000029,,Democrat
L000248,,Democrat
L000494,,Democrat
L000544,,Democrat
M000237,,Democrat
M000323,,Democrat
M000713,,Democrat
M000899,,Democrat
N000080,,Whig
N000108,,Democrat
P000076,,Democrat
P000129,,Whig
P000462,,Law and Order
P000507,,Democrat
P000515,,Whig
P000571,,Democrat
R000087,,Whig
R000090,,Democrat
R000106,,Democrat
R000110,,Whig
R000351,,Democrat
R000379,,Whig
R000390,,Whig
R000528,,Democrat
S000024,,Whig
S000078,,Democrat
S000239,,Democrat
S000245,,Whig
S000256,,Democrat
S000271,,Democrat
S000425,,Democrat
S000576,,Democrat
S000720,,Whig
S000843,,Democrat
S000874,,Democrat
S000913,,Democrat
S000925,,Democrat
S000952,,Democrat
S001016,,Democrat
S001066,,Whig
T000404,,Democrat
T000447,,Whig
V000048,,Whig
W000311,,Whig
W000357,,Democrat
W000380,,Whig
W000475,,Democrat
W000503,,Democrat
W000649,,Democrat
W000770,,Democrat
D000317,,Democrat
F000304,,Democrat
F000336,,Law and Order
J000137,,Whig
P000409,,Democrat
A000198,,Democrat
A000291,,Whig
B000343,,Whig
B000394,,Democrat
B000500,,Democrat
B000838,,Democrat
B000852,,Democrat
B000938,,Whig
B001041,,Whig
C000093,,American
C000105,,American
C000186,,Whig
C000273,,Democrat
C000308,,Democrat
C000316,,Democrat
C000368,,Democrat
C000434,,Democrat
C000632,,Democrat
C000708,,Democrat
C000803,,Democrat
C000878,,Whig
C000972,,Democrat
C000978,,Whig
C000990,,Democrat
D000052,,Democrat
D000061,,Whig
D000120,,Democrat
D000152,,Democrat
D000166,,Whig
D000223,,Democrat
D000346,,Democrat
D000365,,Democrat
D000381,,Democrat
D000543,,Democrat
E000116,,Democrat
E000149,,Democrat
E000200,,Democrat
E000276,,Whig
E000278,,Whig
F000006,,Democrat
G000089,,Democrat
G000184,,Democrat
G000315,,Democrat
G000355,,Whig
G000424,,Whig
G000506,,Democrat
H000330,,Democrat
H000507,,Whig
H000541,,Whig
H000697,,Democrat
H000812,,Democrat
H000876,,Democrat
H000968,,Democrat
H000971,,Democrat
H000997,,Whig
J000094,,Democrat
J000155,,Democrat
J000252,,Democrat
K000102,,Democrat
L000136,,Democrat
L000230,,Democrat
L000270,,Whig
L000414,,Whig
M000168,,Democrat
M000189,,Democrat
M000196,,Democrat
M000325,,Democrat
M000356,,Democrat
M000380,,Democrat
M000400,,Democrat
M000425,,Democrat
M000471,,Whig
M000765,,American
M000980,,Democrat
M001024,,Whig
M001046,,Democrat
N000077,,Whig
N000112,,Democrat
O000152,,Democrat
P000082,,Democrat
P000154,,Democrat
P000216,,Democrat
P000240,,Democrat
P000245,,Democrat
P000283,,Whig
P000531,,Democrat
R000069,,Democrat
R000160,,Democrat
R000267,,Whig
R000278,,Democrat
R000315,,Democrat
R000509,,Whig
S000104,,Democrat
S000208,,American
S000255,,Whig
S000440,,Democrat
S000512,,Whig
S000615,,Democrat
S000715,,Democrat
S000767,,Democrat
S000813,,Democrat
S001018,,Democrat
S001046,,Democrat
S001131,,Democrat
T000104,,Democrat
T000190,,Whig
T000261,,Democrat
T000270,,Whig
T000327,,Democrat
T000360,,Democrat
T000388,,Whig
T000430,,Democrat
V000017,,Whig
W000238,,Whig
W000308,,Democrat
W000328,,Democrat
W000692,,Democrat
W000719,,American
W000736,,Democrat
W000769,,Whig
Y000003,,Democrat
Y000017,,Democrat
Y000026,,Democrat
Y000030,,Whig
C000396,,Liberty
A000004,,Whig
A000041,,Whig
A000311,,Democrat
A000328,,Democrat
B000096,,Whig
B000182,,Whig
B000185,,Whig
B000302,,Democrat
B000321,,Whig
B000413,,Whig
B000480,,Democrat
B000501,,Democrat
B000513,,Whig
B000539,,Whig
B000655,,Whig
B000734,,Democrat
B000741,,Democrat
B000754,,Whig
B000906,,Democrat
B001032,,Whig
C000044,,Democrat
C000108,,Whig
C000314,,Whig
C000330,,Democrat
C000413,,Democrat
C000432,,Democrat
C000458,,Democrat
C000466,,Whig
C000573,,Whig
C000644,,Democrat
C000879,,Whig
C000951,,Whig
C000989,,Democrat
D000054,,Democrat
D000117,,Whig
D000314,,Whig
D000415,,Whig
D000476,,Democrat
D000504,,Democrat
D000529,,Whig
D000527,,Whig
E000034,,Whig
E000059,,Democrat
E000082,,Whig
E000169,,Whig
F000014,,Democrat
F000031,,Whig
F000063,,Democrat
F000145,,Whig
F000216,,Whig
F000251,,Democrat
F000379,,Democrat
F000386,,Democrat
F000419,,Whig
G000006,,Whig
G000106,,Whig
G000256,,Whig
G000405,,Whig
G000446,,Whig
H000028,,Whig
H000062,,Whig
H000136,,Democrat
H000138,,Whig
H000320,,Whig
H000499,,Democrat
H000592,,Democrat
H000723,,Whig
H000736,,Whig
H000790,,Whig
H000889,,Whig
H000907,,Whig
H000978,,Whig
I000015,,Democrat
I000019,,Whig
I000032,,Whig
J000007,,Democrat
J000054,,Democrat
J000146,,Democrat
J000239,,Whig
K000122,,Democrat
L000021,,Democrat
L000139,,Democrat
L000142,,Whig
L000278,,Democrat
L000307,,Democrat
L000440,,Democrat
M000096,,Whig
M000208,,Whig
M000334,,Democrat
M000474,,Whig
M000489,,Democrat
M000731,,Whig
M001072,,Whig
M001093,,Democrat
N000103,,Democrat
P000033,,Whig
P000206,,Whig
P000266,,Ind. Democrat
P000353,,Democrat
P000416,,Whig
P000518,,Whig
R000364,,Democrat
R000367,,Whig
R000414,,Whig
S000095,,Democrat
S000351,,Whig
S000435,,Democrat
S000438,,Democrat
S000488,,Whig
S000519,,Whig
S000605,,Democrat
S000760,,Whig
S000766,,Whig
S000814,,Democrat
S000899,,Whig
S001008,,Whig
T000030,,Whig
T000152,,Whig
T000214,,Whig
T000215,,Democrat
T000308,,Whig
T000429,,Democrat
T000441,,Whig
U000011,,Whig
W000162,,Whig
W000436,,Democrat
W000467,,Democrat
W000504,,Democrat
B000642,,Democrat
D000394,,Democrat
F000167,,Democrat
J000139,,Democrat
K000217,,Democrat
M000676,,Whig
M000889,,Democrat
W000055,,Democrat
A000075,,Democrat
A000093,,Whig
A000166,,Whig
A000199,,Whig
A000245,,Whig
A000318,,Whig
A000322,,Democrat
B000022,,Whig
B000247,,Democrat
B000339,,Whig
B000599,,Whig
B000631,,Free Soil
B000680,,Democrat
B000701,,Democrat
B000782,,Whig
B000841,,Democrat
B000950,,Democrat
B001037,,Democrat
B001049,,Whig
B001175,,Whig
B001191,,Whig
C000031,,Democrat
C000060,,Whig
C000224,,Whig
C000459,,Whig
C000482,,Whig
C000501,,Democrat
C000611,,Whig
C000676,,Whig
C000703,,Whig
C000753,,Whig
C000941,,Whig
D000045,,Democrat
D000156,,Whig
D000181,,Whig
D000313,,Whig
D000325,,Democrat
D000515,,Whig
E000105,,Whig
E000255,,Whig
E000275,,Democrat
F000055,,Democrat
F000360,,Whig
G000138,,Democrat
G000172,,Democrat
G000285,,Whig
G000339,,Whig
G000341,,Whig
G000477,,Whig
H000005,,Democrat
H000083,,Whig
H000139,,Whig
H000178,,Democrat
H000214,,Democrat
H000381,,Whig
H000395,,Whig
H000520,,Whig
H000622,,Whig
H000651,,Democrat
H000738,,Democrat
H000825,,Whig
H000880,,Democrat
I000013,,Democrat
J000031,,Whig
J000147,,Whig
K000021,,Democrat
K000137,,Whig
K000198,,Whig
K000203,,Whig
K000205,,Whig
K000215,,Whig
L000008,,Democrat
L000215,,Democrat
L000262,,American
L000356,,Democrat
M000106,,Democrat
M000147,,Whig
M000419,,Democrat
M000443,,Whig
M000529,,Whig
M000546,,Whig
M000612,,Democrat
M000721,,Whig
M000742,,Democrat
M000936,,Whig
M000979,,Democrat
M001011,,Democrat
M001015,,Whig
M001016,,Whig
N000045,,Whig
N000047,,Whig
N000070,,Democrat
N000140,,Democrat
O000046,,Whig
O000128,,Whig
O000148,,Whig
P000068,,Democrat
P000178,,Democrat
P000319,,Whig
P000369,,Whig
P000464,,Democrat
P000580,,Whig
R000126,,Whig
R000172,,Whig
R000270,,Whig
R000433,,Free Soil
R000438,,Whig
R000506,,Whig
S000085,,Democrat
S000220,,Democrat
S000338,,Whig
S000413,,Whig
S000621,,Whig
S000682,,Democrat
S000745,,Whig
S000873,,Democrat
S000905,,Whig
S001021,,Democrat
T000203,,Democrat
T000204,,Democrat
T000223,,Democrat
T000252,,Whig
T000258,,Democrat
U000009,,Whig
U000025,,Whig
V000035,,Whig
V000107,,Whig
W000033,,Democrat
W000037,,Democrat
W000043,,Whig
W000271,,Democrat
W000349,,Democrat
W000375,,Whig
W000434,,Democrat
W000587,,Whig
W000689,,Democrat
W000760,,Independent
Y000055,,Democrat
B000168,,Democrat
E000158,,Democrat
E000281,,Whig
F000374,,Democrat
P000506,,Ind. Republican-Democrat
R000184,,Democrat
W000646,,Whig
F000115,,Whig
A000115,,Free Soil
A000243,,Democrat
A000268,,Democrat
A000343,,Democrat
B000005,,Democrat
B000174,,Whig
B000209,,Democrat
B000266,,Democrat
B000335,,Whig
B000435,,Whig
B000694,,Whig
B000707,,Whig
B000718,,Whig
B000758,,Democrat
B000861,,Democrat
B000920,,Whig
B001038,,Democrat
B001143,,Whig
B001145,,Democrat
B001162,,Democrat
C000003,,Whig
C000008,,Democrat
C000037,,Whig
C000102,,Democrat
C000206,,Democrat
C000233,,Democrat
C000310,,Whig
C000445,,Democrat
C000511,,Democrat
C000603,,Democrat
C000677,,Whig
C000800,,Ind. Whig
D000034,,Democrat
D000049,,Whig
D000101,,Whig
D000350,,Democrat
D000385,,Whig
D000396,,Democrat
D000443,,Ind. Democrat
D000532,,Whig
E000231,,Whig
F000050,,Whig
F000101,,Democrat
F000140,,Ind. Republican-Democrat
F000223,,Democrat
F000325,,Whig
F000363,,Unionist
G000108,,Democrat
G000125,,Whig
G000146,,Ind. Republican-Democrat
G000220,,Democrat
G000284,,Whig
G000330,,Democrat
H000077,,Democrat
H000126,,Democrat
H000219,,Whig
H000286,,Democrat
H000315,,Whig
H000380,,Whig
H000435,,Whig
H000714,,Democrat
H000796,,Whig
H000845,,Democrat
H000853,,Whig
H000855,,Democrat
H000992,,Whig
I000051,,Democrat
J000023,,States Rights
J000046,,Democrat
J000089,,Democrat
J000144,,Unionist
J000153,,Ind. Democrat
J000229,,Ind. Republican-Democrat
K000201,,Whig
K000337,,Whig
L000055,,Whig
L000350,,Democrat
M000102,,Free Soil
M000151,,Democrat
M000180,,Whig
M000362,,Democrat
M000534,,Democrat
M000618,,Democrat
M000790,,Whig
M000846,,Democrat
M000900,,Whig
M000903,,Whig
M000937,,Whig
M000997,,Democrat
M001086,,Unionist
N000001,,Unionist
N000076,,Whig
O000138,,Whig
P000055,,Democrat
P000173,,Democrat
P000210,,Democrat
P000212,,Whig
P000235,,Whig
P000412,,Ind. Democrat
P000529,,Democrat
R000063,,Democrat
R000117,,Whig
R000331,,Democrat
R000343,,Democrat
R000455,,Democrat
R000518,,Democrat
